head,modified_head
hinúktuk,hi0núk2tuk0
hínul,hí2nul0
hinúlsul,hi0núl2sul0
paŋhinúlsul,paŋ0hi0núl2sul0
paghinúlsul,pag0hi0núl2sul0
hinúltul,hi0núl2tul0
hinulúŋ,hi0nu0lúŋ1
hinúluŋ,hi0nú2luŋ0
hinúmdum,hi0núm2dum0
hinúŋdan,hi0núŋ2dan0
hinunúa,hi0nu0nú2qa0
hinúun,hi0nú2qun0
núun,nú2qun0
hínyu,hín2yu0
híp,híp1
hipálag,hi0pá2lag0
hipanhipán,hi0pan0hi0pán1
híphip,híp2hip0
hiphipán,hip0hi0pán1
hípi,hí2pi0
hípi,hí2pi0
hipíq,hi0píq1
hipíhip,hi0pí2hip0
hípliq,híp2liq0
híplig,híp2lig0
híplus,híp2lus0
híplut,híp2lut0
hípnuq,híp2nuq0
hípsut,híp2sut0
hípun,hí2pun0
hípus,hí2pus0
paŋhípus,paŋ0hí2pus0
hipushípus,hi0pus0hí2pus0
hipusánan,hi0pu0sá2nan0
hilipusún,hi0li0pu0sún1
hipusún,hi0pu0sún1
hipusúnun,hi0pu0sú2nun0
kahípsan,ka0híp2san0
kahilípsan,ka0hi0líp2san0
maŋgihipúsun,maŋ0gi0hi0pú2sun0
hípqut,híp2qut0
hiráda,hi0rá2da0
hirág,hi0rág1
híral,hí2ral0
kahíral,ka0hí2ral0
híram,hí2ram0
hiramínta,hi0ra0mín2ta0
hiramíntas,hi0ra0mín2tas0
hiramyínta,hi0ram0yín2ta0
hiramyíntas,hi0ram0yín2tas0
hirbabúyna,hir0ba0búy2na0
hirbubúyna,hir0bu0búy2na0
hirbuláryu,hir0bu0lár2yu0
hírdu,hír2du0
hiríg,hi0ríg1
hilírgan,hi0lír2gan0
hiríŋga,hi0ríŋ2ga0
hiriŋgílya,hi0riŋ0gíl2ya0
hiriŋgíru,hi0riŋ0gí2ru0
hiriŋhiríŋ,hi0riŋ0hi0ríŋ1
hírit,hí2rit0
hirniyá,hir0ni0yá1
hírpin,hír2pin0
paŋhírpin,paŋ0hír2pin0
hirsáyans,hir0sá2yan0
híru,hí2ru0
hirushirús,hi0rus0hi0rús1
hisáq,hi0sáq1
hísaq,hí2saq0
hísaŋ,hí2saŋ0
hísgut,hís2gut0
hilisgútan,hi0lis0gú2tan0
hisgutánan,his0gu0tá2nan0
hisí,hi0sí1
hísluŋ,hís2luŋ0
híslut,hís2lut0
hísuq,hí2suq0
hisúq,hi0súq1
paŋhísuq,paŋ0hí2suq0
Hisukrístu,Hi0suk0rís2tu0
hisúpu,hi0sú2pu0
Hisús,Hi0sús1
paŋhisús,paŋ0hi0sús1
Hisusmaryusíp,Hi0sus0mar0yu0síp1
hiswíta,his0wí2ta0
hiswítas,his0wí2tas0
hít,hít1
súŋhit,súŋ2hit0
hitabúq,hi0ta0búq1
hítad,hí2tad0
hítak,hí2tak0
hitál,hi0tál1
hitqánmis,hit0qán2mis0
hitqánran,hit0qán2ran0
hitíŋ,hi0tíŋ1
hítiŋ,hí2tiŋ0
hitiŋhitíŋ,hi0tiŋ0hi0tíŋ1
hítsas,hít2sas0
hítsu,hít2su0
kahitsúhan,ka0hit0sú2han0
kahitsuán,ka0hit0su0qán
hitsúra,hit0sú2ra0
máy,máy1
díliq,dí2liq0
maghitsúra,mag0hit0sú2ra0
hitsuráan,hit0su0rá2qan0
hitsuráhan,hit0su0rá2han0
hitudhítud,hi0tud0hí2tud0
híwaq,hí2waq0
hiwaánan,hi0wa0qaáqan0
hiníwaq,hi0ní2waq0
híwal,hí2wal0
hiwalhíwal,hi0wal0hí2wal0
hiwasá,hi0wa0sá1
hiwasáq,hi0wa0sáq1
hiwátid,hi0wá2tid0
hiwaús,hi0wa0qús
hiwíq,hi0wíq1
híwiq,hí2wiq0
paŋhíwiq,paŋ0hí2wiq0
kahinwían,ka0hin0wí2qan0
híwid,hí2wid0
hiyá,hi0yá1
híya,hí2ya0
híyaq,hí2yaq0
hiyák,hi0yák1
híyas,hí2yas0
pahíyas,pa0hí2yas0
hiyawasá,hi0ya0wa0sá1
Hiyúba,Hi0yú2ba0
híyud,hí2yud0
híyud,hí2yud0
hiyudhíyud,hi0yud0hí2yud0
híyum,hí2yum0
hiyumhiyúm,hi0yum0hi0yúm1
pahíyum,pa0hí2yum0
pahiyúm,pa0hi0yúm1
mapahiyúmun,ma0pa0hi0yú2mun0
híyuŋ,hí2yuŋ0
hiyúŋ,hi0yúŋ1
hiyúŋun,hi0yú2ŋun0
hiyuŋhiyúŋ,hi0yuŋ0hi0yúŋ1
hiyuŋhíyuŋ,hi0yuŋ0hí2yuŋ0
híyus,hí2yus0
hiyús,hi0yús1
hiyút,hi0yút1
hmḿ,0
hmḿ,0
hmṕ,0
hú,hú1
húbad,hú2bad0
hubadhúbad,hu0bad0hú2bad0
maghuhubád,mag0hu0hu0bád1
taghubád,tag0hu0bád1
hubág,hu0bág1
húbag,hú2bag0
húbak,hú2bak0
hubakún,hu0ba0kún1
hubás,hu0bás1
pahubás,pa0hu0bás1
hubáw,hu0báw1
hubawhubáw,hu0baw0hu0báw1
húbhub,húb2hub0
húbit,hú2bit0
húbkas,húb2kas0
húblag,húb2lag0
húblut,húb2lut0
húbuq,hú2buq0
sutána,su0tá2na0
pahúbuq,pa0hú2buq0
hubúq,hu0búq1
hubuqhúbuq,hu0buq0hú2buq0
hinubuán,hi0nu0bu0qán
kahubúq,ka0hu0búq1
hubúg,hu0búg1
húbug,hú2bug0
hubgánun,hub0gá2nun0
hubughúbug,hu0bug0hú2bug0
hinubúg,hi0nu0búg1
palahubúg,pa0la0hu0búg1
hubún,hu0bún1
hubunhubún,hu0bun0hu0bún1
hubúŋ,hu0búŋ1
pahubúŋ,pa0hu0búŋ1
pinahubúŋ,pi0na0hu0búŋ1
húbuŋ,hú2buŋ0
húbut,hú2but0
húbuy,hú2buy0
hubuyhubúy,hu0buy0hu0búy1
húbyaq,húb2yaq0
húbyas,húb2yas0
húd,húd1
húdas,hú2das0
húdhud,húd2hud0
paŋhúdhud,paŋ0húd2hud0
hudír,hu0dír1
Hudíya,Hu0dí2ya0
hudiyákaq,hu0di0yá2kaq0
mahudiyakaún,ma0hu0di0ya0ka0qún
hudíyu,hu0dí2yu0
húdlat,húd2lat0
húdnu,húd2nu0
hudnuhán,hud0nu0hán1
paŋhúdnu,paŋ0húd2nu0
húg,húg1
hū́ǵ,0
húgaq,hú2gaq0
hugádu,hu0gá2du0
hugadúr,hu0ga0dúr1
hugálbuq,hu0gál2buq0
hugálbuŋ,hu0gál2buŋ0
hinugálbuŋ,hi0nu0gál2buŋ0
hugálbut,hu0gál2but0
hugáŋkul,hu0gáŋ2kul0
hugánqub,hu0gán2qub0
hugár,hu0gár1
hugár,hu0gár1
húgas,hú2gas0
hugás,hu0gás1
paŋhúgas,paŋ0hú2gas0
hinúgas,hi0nú2gas0
hugasún,hu0ga0sún1
hugasán,hu0ga0sán1
paŋhugasán,paŋ0hu0ga0sán1
húgaw,hú2gaw0
hugawán,hu0ga0wán1
mahúgaw,ma0hú2gaw0
kahúgaw,ka0hú2gaw0
hugawhugáw,hu0gaw0hu0gáw1
hugáy,hu0gáy1
hugáyaw,hu0gá2yaw0
húghug,húg2hug0
hugitáq,hu0gi0táq1
húgkal,húg2kal0
húgkas,húg2kas0
húgkat,húg2kat0
húgmad,húg2mad0
hinúgmad,hi0núg2mad0
húgnaq,húg2naq0
hugnaqhúgnaq,hug0naq0húg2naq0
húgnuq,húg2nuq0
húgpaq,húg2paq0
húgpit,húg2pit0
húgpuŋ,húg2puŋ0
kahugpúŋan,ka0hug0pú2ŋan0
húgpuy,húg2puy0
húgsaw,húg2saw0
hugúq,hu0gúq1
hugúŋ,hu0gúŋ1
húguŋ,hú2guŋ0
huguŋhúguŋ,hu0guŋ0hú2guŋ0
hugunhúgun,hu0gun0hú2gun0
hugúp,hu0gúp1
húgup,hú2gup0
húgus,hú2gus0
hugús,hu0gús1
hugushúgus,hu0gus0hú2gus0
hugút,hu0gút1
húgut,hú2gut0
húguy,hú2guy0
huguyhúguy,hu0guy0hú2guy0
húgyaw,húg2yaw0
húgyun,húg2yun0
huhuŋíhuŋ,hu0hu0ŋí2huŋ0
huhú,hu0hú1
húqhuq,húq2huq0
húk,húk1
húk,húk1
hukáq,hu0káq1
hukáq,hu0káq1
húkaq,hú2kaq0
hukáb,hu0káb1
húkab,hú2kab0
hukabhukáb,hu0kab0hu0káb1
hukád,hu0kád1
húkad,hú2kad0
gihúkad,gi0hú2kad0
hukahúk,hu0ka0húk1
hukál,hu0kál1
húkas,hú2kas0
hukashúkas,hu0kas0hú2kas0
hukáw,hu0káw1
húkaw,hú2kaw0
hukbaláhap,huk0ba0lá2hap0
kahukbalahapán,ka0huk0ba0la0ha0pán1
húkduŋ,húk2duŋ0
húkhuk,húk2huk0
hukhukíru,huk0hu0kí2ru0
hukhukíra,huk0hu0kí2ra0
húkhuk,húk2huk0
húkhuk,húk2huk0
hukihúk,hu0ki0húk1
hukíp,hu0kíp1
húkip,hú2kip0
húklub,húk2lub0
húkmuy,húk2muy0
húks,húk1
hukuqhúkuq,hu0kuq0hú2kuq0
hukúm,hu0kúm1
hukmánan,huk0má2nan0
hukút,hu0kút1
húkyaw,húk2yaw0
ginhawaán,gin0ha0wa0qán
kabúhiq,ka0bú2hiq0
Húl.,Húl1
húlab,hú2lab0
húlabun,húla0bun0
húlad,hú2lad0
hulád,hu0lád1
hulágway,hu0lág2way0
hulahúla,hu0la0hú2la0
hulahúp,hu0la0húp1
húlak,hú2lak0
hulám,hu0lám1
pahulám,pa0hu0lám1
hulamánan,hu0la0má2nan0
hinulamán,hi0nu0la0mán1
huláŋyud,hu0láŋ2yud0
húlqap,húl2qap0
hulár,hu0lár1
hulás,hu0lás1
hulát,hu0lát1
hulatánan,hu0la0tá2nan0
huláw,hu0láw1
húlaw,hú2law0
tiŋhuláw,tiŋ0hu0láw1
húlay,hú2lay0
pahúlay,pa0hú2lay0
pahuláy,pa0hu0láy1
igpapahúlay,qig0pa0pa0hú2lay0
igpalahúlay,qig0pa0la0hú2lay0
huláyaq,hu0lá2yaq0
húlbaq,húl2baq0
húlbad,húl2bad0
húlbaw,húl2baw0
kahulbawún,ka0hul0ba0wún1
húlbuq,húl2buq0
húlbut,húl2but0
hulbuthúlbut,hul0but0húl2but0
húldam,húl2dam0
húldqap,qúldqap0
huldqapír,quld0qa0pír1
húldiŋ,húl2diŋ0
húldir,húl2dir0
húlgaq,húl2gaq0
mahulgáun,ma0hul0gá2qun0
húlhug,húl2hug0
húlhul,húl2hul0
hulíq,hu0líq1
pahúliq,pa0hú2liq0
hulíbis,hu0lí2bis0
hulihúd,hu0li0húd1
hulíkab,hu0lí2kab0
húlin,hú2lin0
hulíŋ,hu0líŋ1
húlip,hú2lip0
húlipanan,húli0pa0nan0
húlma,húl2ma0
hulmahán,hul0ma0hán1
hulmahánan,hul0ma0há2nan0
hulmígas,hul0mí2gas0
hulmigás,hul0mi0gás1
hulmigasán,hul0mi0ga0sán1
kahulmigasán,ka0hul0mi0ga0sán1
húlpaq,húl2paq0
húlsil,húl2sil0
húlt,húl1
hulú,hu0lú1
hulú,hu0lú1
paŋhulú,paŋ0hu0lú1
hinúlhan,hi0núl2han0
hulúd,hu0lúd1
húlud,hú2lud0
húlug,hú2lug0
hulúg,hu0lúg1
tighulúg,tig0hu0lúg1
kahulúgan,ka0hu0lú2gan0
kahulugánun,ka0hu0lu0gá2nun0
makahulugánun,ma0ka0hu0lu0gá2nun0
makahulgánun,ma0ka0hul0gá2nun0
húlum,hú2lum0
huluŋhúluŋ,hu0luŋ0hú2luŋ0
huluŋíhuŋ,hu0lu0ŋí2huŋ0
húlup,hú2lup0
hulús,hu0lús1
hulús,hu0lús1
húlut,hú2lut0
hulúy,hu0lúy1
Húlyu,Húl2yu0
húlyut,húl2yut0
húm,húm1
humánan,hu0má2nan0
humábdus,hu0máb2dus0
humáblus,hu0máb2lus0
humabús,hu0ma0bús1
humád,hu0mád1
humágbus,hu0mág2bus0
humán,hu0mán1
humanhúman,hu0man0hú2man0
kahumánan,ka0hu0má2nan0
kahumanún,ka0hu0ma0nún1
humáy,hu0máy1
kamádqan,ka0mád2qan0
humayhúmay,hu0may0hú2may0
humáyan,hu0má2yan0
kahumáyan,ka0hu0má2yan0
humayánun,hu0ma0yá2nun0
tiŋhumáy,tiŋ0hu0máy1
humayúnun,hu0ma0yú2nun0
húmbaq,húm2baq0
humbíŋay,hum0bí2ŋay0
humbíŋil,hum0bí2ŋil0
húmbis,húm2bis0
húmhum,húm2hum0
húmhum,húm2hum0
humígas,hu0mí2gas0
humíl,hu0míl1
kahumíl,ka0hu0míl1
humisayíd,hu0mi0sa0yíd1
húmpal,húm2pal0
húmpay,húm2pay0
paŋhúmpay,paŋ0húm2pay0
kahúmpay,ka0húm2pay0
kahumpáyan,ka0hum0pá2yan0
kahumpayún,ka0hum0pa0yún1
mahumpáyun,ma0hum0pá2yun0
makahuhúmpay,ma0ka0hu0húm2pay0
húmpid,húm2pid0
húmpil,húm2pil0
húmran,húm2ran0
tighúmran,tig0húm2ran0
húmrum,húm2rum0
humúd,hu0múd1
humdunún,hum0du0nún1
hinumúd,hi0nu0múd1
húmuk,hú2muk0
pahumukhúmuk,pa0hu0muk0hú2muk0
paŋhúmuk,paŋ0hú2muk0
humukún,hu0mu0kún1
húmul,hú2mul0
humúl,hu0múl1
hinumúlan,hi0nu0mú2lan0
humulhúmul,hu0mul0hú2mul0
humút,hu0mút1
pahumút,pa0hu0mút1
humútan,hu0mú2tan0
kahumút,ka0hu0mút1
mahumút,ma0hu0mút1
humútun,hu0mú2tun0
húmut,hú2mut0
Hún.,Hún1
hún,hún1
húnad,hú2nad0
húnqag,hún2qag0
húnqag,hún2qag0
hunaqhúnaq,hu0naq0hú2naq0
paŋhunaqhunáq,paŋ0hu0naq0hu0náq1
maŋgihunaqhunaún,maŋ0gi0hu0naq0hu0na0qún
mahunaqhunaún,ma0hu0naq0hu0na0qún
hunás,hu0nás1
pahunás,pa0hu0nás1
paŋhunás,paŋ0hu0nás1
hunasán,hu0na0sán1
kinahúnsan,ki0na0hún2san0
kínhas,kín2has0
hunásun,hu0ná2sun0
hunát,hu0nát1
pahunát,pa0hu0nát1
hinunát,hi0nu0nát1
mahunátun,ma0hu0ná2tun0
hunáw,hu0náw1
húnda,hún2da0
hunduŋhúnduŋ,hun0duŋ0hún2duŋ0
huŋakhúŋak,hu0ŋak0hú2ŋak0
huŋáw,hu0ŋáw1
pahuŋáw,pa0hu0ŋáw1
huŋawanán,hu0ŋa0wa0nán1
huluŋawán,hu0lu0ŋa0wán1
hinuŋáw,hi0nu0ŋáw1
huŋáy,hu0ŋáy1
húŋay,hú2ŋay0
húŋgal,húŋ2gal0
húŋgaw,húŋ2gaw0
húŋhuŋ,húŋ2huŋ0
huŋíhuŋ,hu0ŋí2huŋ0
huŋít,hu0ŋít1
ighuhúŋit,qig0hu0hú2ŋit0
ighulúŋit,qig0hu0lú2ŋit0
húŋkad,húŋ2kad0
húŋkag,húŋ2kag0
huŋkagúl,huŋ0ka0gúl1
huŋkarúl,huŋ0ka0rúl1
huŋkiyáŋ,huŋ0ki0yáŋ1
húŋkuŋ,húŋ2kuŋ0
paŋhúŋkuŋ,paŋ0húŋ2kuŋ0
húŋlus,húŋ2lus0
húŋlus,húŋ2lus0
huŋúq,hu0ŋúq1
huŋúg,hu0ŋúg1
kahuŋúg,ka0hu0ŋúg1
huŋús,hu0ŋús1
huŋút,hu0ŋút1
húŋut,hú2ŋut0
huŋúy,hu0ŋúy1
húnhun,hún2hun0
húni,hú2ni0
maghuhúni,mag0hu0hú2ni0
mahuníun,ma0hu0ní2qun0
paŋhúni,paŋ0hú2ni0
panúni,pa0nú2ni0
húnit,hú2nit0
kahúnit,ka0hú2nit0
húnitun,húni0tun0
húnlak,hún2lak0
húnlus,hún2lus0
húnsuy,hún2suy0
hunsuyhúnsuy,hun0suy0hún2suy0
húnta,hún2ta0
húntaq,hún2taq0
huntaqhúntaq,hun0taq0hún2taq0
hunúb,hu0núb1
hunulhúnul,hu0nul0hú2nul0
húnuŋ,hú2nuŋ0
hunuŋanán,hu0nu0ŋa0nán1
húnus,hú2nus0
húnus,hú2nus0
hunushúnus,hu0nus0hú2nus0
Húnyu,Hún2yu0
húp,húp1
hupáq,hu0páq1
hupák,hu0pák1
húpqak,húp2qak0
hupás,hu0pás1
hupáw,hu0páw1
paŋhupáw,paŋ0hu0páw1
mahunpawún,ma0hun0pa0wún1
hupáy,hu0páy1
húphup,húp2hup0
húpiŋ,hú2piŋ0
pahúpiŋ,pa0hú2piŋ0
húpit,hú2pit0
hupúq,hu0púq1
hupukhupúk,hu0puk0hu0púk1
hupúŋ,hu0púŋ1
húpuŋ,hú2puŋ0
paŋhúpuŋ,paŋ0hú2puŋ0
hupút,hu0pút1
húpuy,hú2puy0
hupúy,hu0púy1
húpyaq,húp2yaq0
húpyak,húp2yak0
hurabhuráb,hu0rab0hu0ráb1
hurabhúrab,hu0rab0hú2rab0
hurádu,hu0rá2du0
hurahurá,hu0ra0hu0rá1
hurahurá,hu0ra0hu0rá1
hurál,hu0rál1
huramínta,hu0ra0mín2ta0
huramintádu,hu0ra0min0tá2du0
huramíntu,hu0ra0mín2tu0
hurár,hu0rár1
húrat,hú2rat0
húraw,hú2raw0
hurawhúraw,hu0raw0hú2raw0
hurawhurawán,hu0raw0hu0ra0wán1
huríkiq,hu0rí2kiq0
hurimhurím,hu0rim0hu0rím1
hurisdiksiyún,hu0ris0dik0si0yún1
hurnáda,hur0ná2da0
húrnu,húr2nu0
húrs,húr1
hurspáwir,qurs0pá2wir0
huruhurú,hu0ru0hu0rú1
hurúŋ,hu0rúŋ1
hurús,hu0rús1
hurút,hu0rút1
húrus,hú2rus0
hinurút,hi0nu0rút1
hutdanáy,hut0da0náy1
hinutdanáy,hi0nut0da0náy1
hutdánay,hut0dá2nay0
hinutdánay,hi0nut0dá2nay0
kahurutún,ka0hu0ru0tún1
kahutdanún,ka0hut0da0nún1
hús,hús1
hús,hús1
husáq,hu0sáq1
húsaq,hú2saq0
húsay,hú2say0
husáy,hu0sáy1
kahúsay,ka0hú2say0
hinúsayan,hi0núsa0yan0
husayúnun,hu0sa0yú2nun0
húsgǎr,hús1
husgádu,hus0gá2du0
húshus,hús2hus0
húsi,hú2si0
húslaq,hús2laq0
húslir,hús2lir0
húsluq,hús2luq0
húslut,hús2lut0
huspitál,hus0pi0tál1
hústis,hús2tis0
hustísya,hus0tís2ya0
hustísya,hus0tís2ya0
hustiyás,hus0ti0yás1
hústu,hús2tu0
kahustúan,ka0hus0tú2qan0
husúq,hu0súq1
husúq,hu0súq1
husúd,hu0súd1
húsud,hú2sud0
húswaq,hús2waq0
hút,hút1
hút,hút1
húta,hú2ta0
hútak,hú2tak0
hutáy,hu0táy1
hútay,hú2tay0
hútbaq,hút2baq0
hútbaw,hút2baw0
húthut,hút2hut0
húthut,hút2hut0
húthut,hút2hut0
húthut,hút2hut0
hutík,hu0tík1
hútik,hú2tik0
hutíkay,hu0tí2kay0
hútik,hú2tik0
hutíl,hu0tíl1
hutináni,hu0ti0ná2ni0
hútluk,hút2luk0
húts,hút1
hutúhut,hu0tú2hut0
hutukhutúk,hu0tuk0hu0túk1
hútquŋ,hút2quŋ0
hutútay,hu0tú2tay0
hútuy,hú2tuy0
hútwaŋ,hút2waŋ0
hútwaŋ,hút2waŋ0
huúm,hu0qúm
húum,hú2qum0
huúŋ,hu0qúŋ
huút,hu0qút
húut,hú2qut0
pahuút,pa0hu0qút
huút,hu0qút
huwáq,hu0wáq1
huwáq,hu0wáq1
huwád,hu0wád1
húwad,hú2wad0
huwaránan,hu0wa0rá2nan0
huwág,hu0wág1
huwaghuwág,hu0wag0hu0wág1
Huwán,Hu0wán1
húwap,hú2wap0
huwás,hu0wás1
pahuwás,pa0hu0wás1
huwás,hu0wás1
huwásay,hu0wá2say0
huwásuq,hu0wá2suq0
huwát,hu0wát1
huwátid,hu0wá2tid0
huwíq,hu0wíq1
huwís,hu0wís1
húy,húy1
huyhúy,huy0húy1
panaghuyhúy,pa0nag0huy0húy1
húy,húy1
húqy,húq1
húy,húy1
húyqab,húy2qab0
paŋhúyqab,paŋ0húy2qab0
huyád,hu0yád1
huyamíq,hu0ya0míq1
huyamíq,hu0ya0míq1
húyaŋ,hú2yaŋ0
huyáŋ,hu0yáŋ1
mahúyaŋ,ma0hú2yaŋ0
kahúyaŋ,ka0hú2yaŋ0
huyátid,hu0yá2tid0
Húybis,Húy2bis0
húygu,húy2gu0
húygu,húy2gu0
paŋhúygu,paŋ0húy2gu0
húygu,húy2gu0
húyhuy,húy2huy0
húyhuy,húy2huy0
huyhúy,huy0húy1
huyúq,hu0yúq1
kahugúq,ka0hu0gúq1
huyúhuy,hu0yú2huy0
húyuŋ,hú2yuŋ0
huyuŋhúyuŋ,hu0yuŋ0hú2yuŋ0
huyúp,hu0yúp1
húyup,hú2yup0
huypanáy,huy0pa0náy1
huyút,hu0yút1
húyut,hú2yut0
hwasá,wa0sá1
hwasáq,wa0sáq1
hwísyu,wís2yu0
í,qí
í,qí
í,qí
í,qí
íq,q0
íq(←),0
qí,qí1
qí(→),qí(1
ibá,bá1
íbaq,baq0
Íbaq,baq0
ibabáw,ba0báw1
ibábaw,bá2baw0
ibakwísyun,bak0wís2yun0
ibákwit,bák2wit0
ibán,bán1
íban,ban0
ibán,bán1
ibanán,ba0nán1
ibáŋ,báŋ1
ibaŋhilísta,baŋ0hi0lís2ta0
ibaŋhílyu,baŋ0híl2yu0
ibapuráda,ba0pu0rá2da0
ibát,bát1
íbay,bay0
íbiq,biq0
ibíd,bíd1
ibidqíbid,bid0qí2bid0
maibidqibírun,ma0qai0bid0qi0bí2qun0
ibidinsiyá,bi0din0si0yá1
ibíŋan,bí2ŋan0
ibínrud,bín2rud0
ibís,bís1
ibís,bís1
íbit,bit0
ibúd,búd1
íbug,bug0
ibugqibúg,bug0qi0búg1
paibúg,pa0qai0qúg
paíbug,pa0qaíqug0
paŋíbug,pa0ŋí2bug0
kaíbug,ka0qaíqug0
kailíbgan,ka0qai0líb2qan0
kailíbgun,ka0qai0líb2qun0
maibúgun,ma0qai0bú2qun0
maibgánun,ma0qaib0gá2qun0
mailíbgun,ma0qai0líb2qun0
makaiíbug,ma0ka0qai0qiíqug0
ibúl,búl1
íbus,bus0
íbus,bus0
ibút,bút1
inibút,ni0bút1
íbyuk,qíbyuk0
íbyus,qíbyus0
ída,da0
idád,dád1
idadqidarán,dad0qi0da0rán1
paŋidád,pa0ŋi0dád1
paŋidarún,pa0ŋi0da0rún1
idarán,da0rán1
maidarán,ma0qai0da0qán
idág,dág1
idáŋ,dáŋ1
idarqidár,dar0qi0dár1
idibúl,di0búl1
ídqid,qídqid0
idintipikasiyún,din0ti0pi0ka0si0yún1
idipísyu,di0pís2yu0
idísyun,dís2yun0
iditíŋ,di0tíŋ1
iditúr,di0túr1
iditúryal,di0túr2yal0
idíya,dí2ya0
idiyuluhíya,di0yu0lu0hí2ya0
ídlas,qídlas0
ídlut,qídlut0
pinaídlut,pi0na0qaídqut0
ídru,qídru0
idruídru,qid0ru0quídqu0
idruhína,qid0ru0hí2na0
idruplánu,qid0rup0lá2nu0
íds,0
idukár,du0kár1
idukáda,du0ká2da0
idukádu,du0ká2du0
idukadúr,du0ka0dúr1
idukásyun,du0kás2yun0
idukásya,du0kás2ya0
idulú,du0lú1
idúŋ,dúŋ1
idyaídya,qid0ya0qaídqa0
ídyap,qídyap0
ídyaw,qídyaw0
ídyuk,qídyuk0
idyukísyun,qid0yu0kís2yun0
ídyus,qídyus0
ígq,0
ígq,0
ígad,gad0
igqágaw,qig0qá2gaw0
igaigá,ga0qai0qá
ígaŋ,gaŋ0
igáŋ,gáŋ1
kaígaŋ,ka0qaíqaŋ0
igát,gát1
inigát,ni0gát1
igátun,gá2tun0
ígbaw,qígbaw0
igbítir,qig0bí2tir0
ígdal,qígdal0
igdalún,qig0da0lún1
ígham,qígham0
ígi,gi0
igihán,gi0hán1
ígi,gi0
paŋígi,pa0ŋí2gi0
igihán,gi0hán1
ígqig,qígqig0
igíik,gí2qik0
ígik,gik0
igíp,gíp1
ígit,git0
igít,gít1
kaigitqigít,ka0qai0git0qi0qít
ígkaq,qígkaq0
ígkam,qígkam0
ígkiŋ,qígkiŋ0
ígqlq,0
iglísya,qig0lís2ya0
ígmat,qígmat0
paŋígmat,pa0ŋíg2mat0
ígnu,qígnu0
ignúdul,qig0nú2dul0
ignurámus,qig0nu0rá2mus0
ignuránti,qig0nu0rán2ti0
pakaignuránti,pa0ka0qaig0nu0rán2qi0
ígnuy,qígnuy0
ígput,qígput0
igputqígput,qig0put0qíg2put0
ígqrq,0
igsáktu,qig0sák2tu0
igsirsáyis,qig0sir0sá2yis0
ígsuq,qígsuq0
igsúun,qig0sú2qun0
ígtam,qígtam0
íguq,guq0
láŋ,láŋ1
igúq,gúq1
paíguq,pa0qaíquq0
pahiíguq,pa0hi0qiíquq0
pahaíguq,pa0ha0qaíquq0
hiŋíguq,hi0ŋí2guq0
kaigúan,ka0qai0gú2qan0
paníguq,pa0ní2guq0
Igurút,gu0rút1
ígut,gut0
paígut,pa0qaíqut0
ígut,gut0
igutqigút,gut0qi0gút1
ígwad,qígwad0
igwadqígwad,qig0wad0qíg2wad0
inígwad,níg2wad0
igwális,qig0wá2lis0
ígwit,qígwit0
igwitirá,qig0wi0ti0rá1
íha,ha0
iháda,há2da0
ihádu,há2du0
ihálas,há2las0
ihalásun,ha0lá2sun0
iháp,háp1
íhap,hap0
ihás,hás1
íhaw,haw0
íhawanan,ha0wa0nan0
maŋiiháw,ma0ŋi0qii0qáw
paŋíhaw,pa0ŋí2haw0
íhaw,haw0
iníhaw,ní2haw0
iháyup,há2yup0
ihí,hí1
íhi,hi0
íhiq,hiq0
paŋíhiq,pa0ŋí2hiq0
ihiqihíq,hi0qi0híq1
kaihiún,ka0qai0hi0qún
kahídqun,ka0híd2qun0
palaíhiq,pa0la0qaíqiq0
ihíd,híd1
ihíd,híd1
ihikutíbu,hi0ku0tí2bu0
ihím,hím1
ihímplu,qímplu0
Ihíptu,híp2tu0
ihirsísyu,hir0sís2yu0
ihirsísyu,hir0sís2yu0
paŋihirsísyu,pa0ŋi0hir0sís2yu0
ihirsitú,hir0si0tú1
ihirsitús,hir0si0tús1
íhu,hu0
íhu,hu0
ihudqihúd,hud0qi0húd1
íhuy,huy0
ií,qií
iítu,qiítu0
ík,k0
díliq,dí2liq0
ikáq,káq1
íkag,kag0
maíkagun,ma0qaíka0qun0
íkat,kat0
ikáw,káw1
kiní,ki0ní1
bayáq,ba0yáq1
ká,ká1
nímu,ní2mu0
mú,mú1
kanímu,ka0ní2mu0
ímu,mu0
imúha,mú2ha0
imuímu,mu0quíqu0
tikáw,ti0káw1
tiká,ti0ká1
íkgam,qíkgam0
íkgiŋ,qíkgiŋ0
ikibáli,ki0bá2li0
ikíd,kíd1
ikidqikíd,kid0qi0kíd1
ikidqíkid,kid0qí2kid0
ikidqíkid,kid0qí2kid0
íkqik,qíkqik0
íkqik,qíkqik0
íkqik,qíkqik0
ikipáhi,ki0pá2hi0
ikípu,kí2pu0
íkis,kis0
íkit,kit0
ikitqíkit,kit0qí2kit0
íklas,qíklas0
iklípsi,qik0líp2si0
iklisyastikú,qik0lis0yas0ti0kú1
íkmat,qíkmat0
íknat,qíknat0
íks,0
iksahiráda,qik0sa0hi0rá2da0
iksahirádu,qik0sa0hi0rá2du0
iksáktu,qik0sák2tu0
íksǎm,0
iksámin,qik0sá2min0
iksaminádu,qik0sa0mi0ná2du0
