_id,head,normalized_head
31138,tisiku,tisiku
31139,tísirt,tisirt
31140,tísis,tisis
31141,tisisun,tisisun
31142,tísis,tisis
31143,tiskug,tiskug
31144,tiskwir,tiskwir
31145,tislang,tislang
31146,tislaub,tislaub
31147,tisláub,tislaub
31148,tislub,tislub
31149,tislup,tislup
31150,tisngì,tisngi
31151,tispípar,tispipar
31152,tist,tist
31153,tistamintu,tistamintu
31154,Bag-ung Tistamintu,bag-ung tistamintu
31155,Dáang Tistamintu,daang tistamintu
31156,tistǎr,tistar
31157,tistígus,tistigus
31158,tistimunyu,tistimunyu
31159,tisting,tisting
31160,tistir,tistir
31161,tistis,tistis
31162,tistisan,tistisan
31163,matistísun,matistisun
31164,tistisay,tistisay
31165,tistisánay,tistisanay
31166,panistis,panistis
31167,tísu,tisu
31168,tisuk,tisuk
31169,tisun,tisun
31170,tisuríra,tisurira
31171,tisuriríya,tisuririya
31172,tisuríru,tisuriru
31173,tisuy,tisuy
31174,tisyirt,tisyirt
31175,títa,tita
31176,titatíta,titatita
31177,titanus,titanus
31178,tithi,tithi
31179,títi,titi
31180,titì,titi
31181,títì,titi
31182,títì,titi
31183,títì,titi
31184,tìtì,titi
31185,katìtiun,katitiun
31186,títik,titik
31187,panítik,panitik
31188,katitíkan,katitikan
31189,titip,titip
31190,títip,titip
31191,títit,titit
31192,tits,tits
31193,tits,tits
31194,praktis titsing,praktis titsing
31195,títsir,titsir
31196,títu,titu
31197,tituláda,titulada
31198,tituládu,tituladu
31199,titulu,titulu
31200,humstid titulu,humstid titulu
31201,pripatin titulu,pripatin titulu
31202,titulu túrins,titulu turins
31203,titurun,titurun
31204,tiudtiud,tiudtiud
31205,tíug,tiug
31206,baniug,baniug
31207,tiuk,tiuk
31208,tíun,tiun
31209,tiúnay,tiunay
31210,tiúruk,tiuruk
31211,tiúruk sa búhat,tiuruk sa buhat
31212,hitíuruk,hitiuruk
31213,hatíuruk,hatiuruk
31214,tiúrus,tiurus
31215,tius-us,tius-us
31216,tiwangwang,tiwangwang
31217,tiwas,tiwas
31218,patiwas,patiwas
31219,tiwsan,tiwsan
31220,tiwtiw,tiwtiw
31221,tiwtiwan,tiwtiwan
31222,tiwtiw,tiwtiw
31223,tiyà,tiya
31224,tíyà,tiya
31225,tiyan,tiyan
31226,tíyan,tiyan
31227,tiyánun,tiyanun
31228,tiyù,tiyu
31229,tíyù,tiyu
31230,tl,tl
31231,tling,tling
31232,trabáhu,trabahu
31233,trabahadur,trabahadur
31234,trabahadúra,trabahadura
31235,trabahanti,trabahanti
31236,trabiling,trabiling
31237,trabiling bag,trabiling bag
31238,trabiling nga sinihan,trabiling nga sinihan
31239,trabilirs tri,trabilirs tri
31240,trabisíya,trabisiya
31241,trabungku,trabungku
31242,tradisiyun,tradisiyun
31243,tráha,traha
31244,tráhi,trahi
31245,tráhi dibayli,trahi dibayli
31246,tráhi dibúda,trahi dibuda
31247,tráhi sa kasal,trahi sa kasal
31248,trahidiya,trahidiya
31249,trák,trak
31250,trák dikarga,trak dikarga
31251,trák dipasahíru,trak dipasahiru
31252,tráking,traking
31253,traktur,traktur
31254,traktúra,traktura
31255,trakúma,trakuma
31256,trambíya,trambiya
31257,trambutsu,trambutsu
31258,trampas,trampas
31259,trampit,trampit
31260,trampitir,trampitir
31261,trangka,trangka
31262,trangkahan,trangkahan
31263,trangkádu,trangkadu
31264,trangkásu,trangkasu
31265,transaksiyun,transaksiyun
31266,transistur,transistur
31267,transkrip,transkrip
31268,transmisyun,transmisyun
31269,transmit,transmit
31270,transmítir,transmitir
31271,transpigurasiyun,transpigurasiyun
31272,transpir,transpir
31273,transpurmir,transpurmir
31274,transpurtasiyun,transpurtasiyun
31275,transpurti,transpurti
31276,trantádu,trantadu
31277,trapal,trapal
31278,trápik,trapik
31279,way trápik,way trapik
31280,trapiku,trapiku
31281,trápu,trapu
31282,trapu,trapu
31283,panrápu,panrapu
31284,traski,traski
31285,traspiri,traspiri
31286,traspirir,traspirir
31287,traspurti,traspurti
31288,tratádu,tratadu
31289,tratar,tratar
31290,tratamyintu,tratamyintu
31291,tratsi,tratsi
31292,trátu,tratu
31293,tratu,tratu
31294,panrátu,panratu
31295,managtrátu,managtratu
31296,panagtrátu,panagtratu
31297,tráyal,trayal
31298,trayanggul,trayanggul
31299,trayanggulu,trayanggulu
31300,trayinta,trayinta
31301,trayintaydus,trayintaydus
31302,trayintay-utsu,trayintay-utsu
31303,trayir,trayir
31304,traydǔr,traydur
31305,traysikul,traysikul
31306,tráyu,trayu
31307,tríbu,tribu
31308,tribukar,tribukar
31309,tribunal,tribunal
31310,tribusun,tribusun
31311,tridayminsiyun,tridayminsiyun
31312,trid-in,trid-in
31313,trígu,trigu
31314,trím,trim
31315,trimistral,trimistral
31316,trimistri,trimistri
31317,trín,trin
31318,trín,trin
31319,tríni,trini
31320,trínir,trinir
31321,tringka,tringka
31322,trinsas,trinsas
31323,trinsíras,trinsiras
31324,trip,trip
31325,pirst trip,pirst trip
31326,last trip,last trip
31327,las trip,las trip
31328,tripilya,tripilya
31329,tripilyas,tripilyas
31330,triplikádu,triplikadu
31331,triplit,triplit
31332,tripulanti,tripulanti
31333,trís,tris
31334,alas trís,alas tris
31335,trís andánas,tris andanas
31336,trís anyus,tris anyus
31337,tris-adus,tris-adus
31338,trís bandas,tris bandas
31339,tris-idus,tris-idus
31340,trís kantus,tris kantus
31341,trís kwartas,tris kwartas
31342,trís nuybis,tris nuybis
31343,trís únus,tris unus
31344,trisay,trisay
31345,trisun,trisun
31346,tagtrís,tagtris
31347,tagtrisun,tagtrisun
31348,trisahiyu,trisahiyu
31349,trísi,trisi
31350,trísi kartas,trisi kartas
31351,trísi klásis,trisi klasis
31352,tri síkans,tri sikans
31353,trisiklu,trisiklu
31354,trisikulu,trisikulu
31355,trisipílu,trisipilu
31356,trísir,trisir
31357,trísir búlit,trisir bulit
31358,tris maríyas,tris mariyas
31359,tristi,tristi
31360,trisuríra,trisurira
31361,triyanggulu,triyanggulu
31362,tríyu,triyu
31363,tríyu,triyu
31364,trubinayis,trubinayis
31365,trubináyus,trubinayus
31366,trúbul,trubul
31367,trúbul syúting,trubul syuting
31368,trúbul syútir,trubul syutir
31369,trúkis,trukis
31370,trúling,truling
31371,trumbun,trumbun
31372,trumpa,trumpa
31373,trumpit,trumpit
31374,trumpíta,trumpita
31375,trumpíti,trumpiti
31376,trunsal,trunsal
31377,trúnu,trunu
31378,trúpa,trupa
31379,trúpi,trupi
31380,trupi,trupi
31381,trupiku,trupiku
31382,trupíya,trupiya
31383,trupiyu,trupiyu
31384,trúsu,trusu
31385,manunurúsu,manunurusu
31386,panurúsu,panurusu
31387,tsá,tsa
31388,tsaríra,tsarira
31389,tsalíku,tsaliku
31390,tsalit,tsalit
31391,tsamba,tsamba
31392,tsampáka,tsampaka
31393,tsampáka sa insik,tsampaka sa insik
31394,tsampiyun,tsampiyun
31395,tsampurádu,tsampuradu
31396,tsampuy,tsampuy
31397,tsáns,tsans
31398,tsáns pasindyir,tsans pasindyir
31399,tsansing,tsansing
31400,tsápa,tsapa
31401,tsapirun,tsapirun
31402,tsaplin,tsaplin
31403,tsapstik,tsapstik
31404,tsapsuy,tsapsuy
31405,tsaptir,tsaptir
31406,tsardying,tsardying
31407,tsaríra,tsarira
31408,tsarlistun,tsarlistun
31409,tsarming,tsarming
31410,patsarming,patsarming
31411,tsarmingun,tsarmingun
31412,tsart,tsart
31413,tsarul,tsarul
31414,tsatsa,tsatsa
31415,tsatsuy,tsatsuy
31416,tsáw,tsaw
31417,tsáwu,tsawu
31418,tsaynamut,tsaynamut
31419,tsaynis,tsaynis
31420,tsaynis bambu,tsaynis bambu
31421,tsaynis bras,tsaynis bras
31422,tsaynis guld,tsaynis guld
31423,tsaynis gwába,tsaynis gwaba
31424,tsaynis payil,tsaynis payil
31425,tsaynis pitsay,tsaynis pitsay
31426,tsaynis tsikir,tsaynis tsikir
31427,tsi,tsi
31428,tsì,tsi
31429,tsík,tsik
31430,tsík,tsik
31431,tsík,tsik
31432,tsikà,tsika
31433,tsikalà,tsikala
31434,tsik-ap,tsik-ap
31435,tsik-awut,tsik-awut
31436,tsíki,tsiki
31437,tsíkin,tsikin
31438,tsíkin,tsikin
31439,tsíkin,tsikin
31440,tsik-in,tsik-in
31441,tsikiníni,tsikinini
31442,tsíkin pid,tsikin pid
31443,tsíkin sálad,tsikin salad
31444,tsíkir,tsikir
31445,tsíkir,tsikir
31446,tsíkird,tsikird
31447,tsikitilya,tsikitilya
31448,tsiku,tsiku
31449,tsíku,tsiku
31450,tsiku,tsiku
31451,tsiku karabaw,tsiku karabaw
31452,tsiku kapúti,tsiku kaputi
31453,tsíkus,tsikus
31454,tsikut,tsikut
31455,tsimaníya,tsimaniya
31456,Tsína,tsina
31457,tsindying,tsindying
31458,tsindying gips,tsindying gips
31459,tsindying paybut,tsindying paybut
31460,tsinílas,tsinilas
31461,tsíning,tsining
31462,tsíning bar,tsining bar
31463,tsínu,tsinu
31464,tsíp,tsip
31465,tsip,tsip
31466,tsipi,tsipi
31467,tsipun,tsipun
31468,tsíris,tsiris
31469,tsirman,tsirman
31470,tsís,tsis
31471,tsísir,tsisir
31472,tsís,tsis
31473,tsís burd,tsis burd
31474,tsís,tsis
31475,tsismis,tsismis
31476,tsismúsa,tsismusa
31477,tsismúsu,tsismusu
31478,tsitsà,tsitsa
31479,tsìtsà,tsitsa
31480,tsitsiríka,tsitsirika
31481,tsitsiríyas,tsitsiriyas
31482,tsk,tsk
31483,tsu,tsu
31484,mau diay tsu,mau diay tsu
31485,tsù,tsu
31486,tsug,tsug
31487,tsuk,tsuk
31488,tsúk,tsuk
31489,katsúk,katsuk
31490,tsúk,tsuk
31491,tsúkir,tsukir
31492,tsuktsuk,tsuktsuk
31493,tsukuláti,tsukulati
31494,tsukulit,tsukulit
31495,katsukuláti,katsukulati
31496,tsulítas,tsulitas
31497,tsunggu,tsunggu
31498,tsup,tsup
31499,tsupà,tsupa
31500,tsupir,tsupir
31501,tsupun,tsupun
31502,tsúra,tsura
31503,tsurísu,tsurisu
31504,tsuwinggam,tsuwinggam
31505,tsúwit,tsuwit
31506,tsuy,tsuy
31507,tsúy,tsuy
31508,tu,tu
31509,tu,tu
31510,tú,tu
31511,tú,tu
31512,túa,tua
31513,tuab,tuab
31514,túab,tuab
31515,tuagsik,tuagsik
31516,tuak,tuak
31517,tuaktúak,tuaktuak
31518,tuáli,tuali
31519,tualya,tualya
31520,itsa sa tualya,itsa sa tualya
31521,tuang,tuang
31522,tuangtúang,tuangtuang
31523,tuáruk,tuaruk
31524,tuásik,tuasik
31525,tinuásik,tinuasik
31526,tuaw,tuaw
31527,tuay,tuay
31528,túba,tuba
31529,túba nga bákud,tuba nga bakud
31530,tubatuba,tubatuba
31531,tubatubang murádu,tubatubang muradu
31532,tubà,tuba
31533,panubà,panuba
31534,katúbà,katuba
31535,tubaan,tubaan
31536,hinubà,hinuba
31537,hinúbà,hinuba
31538,tubaun,tubaun
31539,tubà,tuba
31540,tubag,tubag
31541,tubag pangutána,tubag pangutana
31542,úyun,uyun
31543,etc.,etc.
31544,panubag,panubag
31545,tubagtubag,tubagtubag
31546,matubagtubagun,matubagtubagun
31547,tubagtúbag,tubagtubag
31548,tinubágay,tinubagay
31549,tinubagan,tinubagan
31550,tulubágun,tulubagun
31551,tubas,tubas
31552,tub-as,tub-as
31553,túbaw,tubaw
31554,túbay,tubay
31555,matubáyun,matubayun
31556,túbig,tubig
31557,buyag sa túbig,buyag sa tubig
31558,túbig sa butung,tubig sa butung
31559,túbig sa úlu,tubig sa ulu
31560,tubig,tubig
31561,panubig,panubig
31562,hinúbig,hinubig
31563,hinubigan,hinubigan
31564,patubig,patubig
31565,tubignun,tubignun
31566,tubigtubig,tubigtubig
31567,tubigtúbig,tubigtubig
31568,tubigtubigan,tubigtubigan
31569,túbil,tubil
31570,tubitubi,tubitubi
31571,tubìtubì,tubitubi
31572,tubiltubil,tubiltubil
31573,matubitubiun,matubitubiun
31574,tubitubiun,tubitubiun
31575,tublag,tublag
31576,tubli,tubli
31577,panubli,panubli
31578,tinublíhan,tinublihan
31579,tubluk,tubluk
31580,tubtub,tubtub
31581,tubtub,tubtub
31582,tubu,tubu
31583,tubung palinà,tubung palina
31584,tubung pula,tubung pula
31585,tubung lumhan,tubung lumhan
31586,tubung putì,tubung puti
31587,panubu,panubu
31588,katubhan,katubhan
31589,túbu,tubu
31590,hínis sa túbu,hinis sa tubu
31591,túbù,tubu
31592,bag-ung túbù,bag-ung tubu
31593,patúbù,patubu
31594,pinatúbù,pinatubu
31595,tinubúan,tinubuan
31596,tinubuan,tinubuan
31597,tubùtúbù,tubutubu
31598,halinub-un,halinub-un
31599,túbù,tubu
31600,tubud,tubud
31601,patubud,patubud
31602,patúbud sa úhung,patubud sa uhung
31603,tuburan,tuburan
31604,tinubdan,tinubdan
31605,tubug,tubug
31606,tubuk,tubuk
31607,túbuk,tubuk
31608,tubul,tubul
31609,tubung,tubung
31610,tubus,tubus
31611,katubsánan,katubsanan
31612,manunubus,manunubus
31613,tub-us,tub-us
31614,túbuy,tubuy
31615,túda,tuda
31616,patúda,patuda
31617,tud-an,tud-an
31618,túdas,tudas
31619,panúdas,panudas
31620,tudastúdas,tudastudas
31621,tudasan,tudasan
31622,walay tudasan,walay tudasan
31623,tudasay,tudasay
31624,tudkan,tudkan
31625,tudling,tudling
31626,tudling púlung,tudling pulung
31627,tudlis,tudlis
31628,tudlis sa tabákù,tudlis sa tabaku
31629,tudlù,tudlu
31630,hamuy sa tudlù,hamuy sa tudlu
31631,[numeral] ka tudlù,[numeral] ka tudlu
31632,tudlù sa tiil,tudlu sa tiil
31633,tudlù dalága,tudlu dalaga
31634,tudlù dátù,tudlu datu
31635,tudlùtudlù,tudlutudlu
31636,tinudlù,tinudlu
31637,katudluan,katudluan
31638,magtutudlù,magtutudlu
31639,tudluk,tudluk
31640,tudlun dátù,tudlun datu
31641,tudlus,tudlus
31642,tudtud,tudtud
31643,tuduk,tuduk
31644,tudulukyíri,tudulukyiri
31645,tudu pudirúsu,tudu pudirusu
31646,túdus,tudus
31647,túdus lus Santus,tudus lus santus
31648,túdus,tudus
31649,tudútut,tudutut
31650,tudyuk,tudyuk
31651,tuga,tuga
31652,patuga,patuga
31653,magpatugatuga,magpatugatuga
31654,túga,tuga
31655,túga,tuga
31656,tug-ab,tug-ab
31657,tugábang,tugabang
31658,tugábung,tugabung
31659,tugahálà,tugahala
31660,tugáhuk,tugahuk
31661,túgal,tugal
31662,tugalbung,tugalbung
31663,tugalhab,tugalhab
31664,túgan,tugan
31665,tug-an,tug-an
31666,tugas,tugas
31667,tugastugas,tugastugas
31668,tugasub,tugasub
31669,tugásub,tugasub
31670,tugáuk,tugauk
31671,tugaw,tugaw
31672,walay tugaw,walay tugaw
31673,tugbábaw,tugbabaw
31674,patugbábaw,patugbabaw
31675,tugbang,tugbang
31676,tugbang púlung,tugbang pulung
31677,katugbang,katugbang
31678,tugbaw,tugbaw
31679,matugbáwun,matugbawun
31680,tugbù,tugbu
31681,tugbung,tugbung
31682,tugdà,tugda
31683,tugdan,tugdan
31684,tugdang,tugdang
31685,tugduk,tugduk
31686,tugdun,tugdun
31687,tugdunanan,tugdunanan
31688,tughang,tughang
31689,tughaw,tughaw
31690,tughù,tughu
31691,tughuk,tughuk
31692,tughuk,tughuk
31693,tughung,tughung
31694,tinughung,tinughung
31695,tughuy,tughuy
31696,tugkad,tugkad
31697,tugkaran,tugkaran
31698,tulugkárun,tulugkarun
31699,tugkalan,tugkalan
31700,tugkay,tugkay
31701,tugmadan,tugmadan
31702,tugnà,tugna
31703,tugnaw,tugnaw
31704,katugnaw,katugnaw
31705,panugnaw,panugnaw
31706,tingtugnaw,tingtugnaw
31707,tugnub,tugnub
31708,tugnus,tugnus
31709,tingtugnus,tingtugnus
31710,tugpa,tugpa
31711,tugpahánan,tugpahanan
31712,tugpù,tugpu
31713,tugpù,tugpu
31714,tugsad,tugsad
31715,tugsaw,tugsaw
31716,tugsuk,tugsuk
31717,tugsuy,tugsuy
31718,tugtug,tugtug
31719,manunugtug,manunugtug
31720,tugub,tugub
31721,tug-ud,tug-ud
31722,tug-ud sa buli,tug-ud sa buli
31723,túgun,tugun
31724,Bag-ung Túgun,bag-ung tugun
31725,Dáang Túgun,daang tugun
31726,panúgun,panugun
31727,túgut,tugut
31728,tugut,tugut
31729,tug-ut,tug-ut
31730,tugway,tugway
31731,tugwayanan,tugwayanan
31732,manunugway,manunugway
31733,tugyan,tugyan
31734,tinugyanan,tinugyanan
31735,tinugyanan sa baláud,tinugyanan sa balaud
31736,túhab,tuhab
31737,tuhab,tuhab
31738,tinuhában,tinuhaban
31739,tinuhaban,tinuhaban
31740,tuhak,tuhak
31741,kakha tuhak,kakha tuhak
31742,tuluhakan,tuluhakan
31743,tuhaw,tuhaw
31744,tuhay,tuhay
31745,tuhi,tuhi
31746,tuhib,tuhib
31747,túhib,tuhib
31748,tinuhíban,tinuhiban
31749,tuhik,tuhik
31750,túhik,tuhik
31751,manuhik,manuhik
31752,tuhil,tuhil
31753,tuhu,tuhu
31754,tuhù,tuhu
31755,tuhud,tuhud
31756,túhud,tuhud
31757,tuhud,tuhud
31758,tagatuhud,tagatuhud
31759,túhug,tuhug
31760,túhug sa ilung,tuhug sa ilung
31761,tuhug,tuhug
31762,tuhugtúhug,tuhugtuhug
31763,tuhugan,tuhugan
31764,tuhuktuhuk,tuhuktuhuk
31765,tuhup,tuhup
31766,matuhúpun,matuhupun
31767,túhus,tuhus
31768,tuhuy,tuhuy
31769,túig,tuig
31770,tuigtúig,tuigtuig
31771,tinuig,tinuig
31772,katuígan,katuigan
31773,panuig,panuig
31774,panuígun,panuigun
31775,may panuígun,may panuigun
31776,panuigun,panuigun
31777,tuis,tuis
31778,tuis sa pálad,tuis sa palad
31779,kapaláran,kapalaran
31780,tuk,tuk
31781,túk,tuk
31782,tukà,tuka
31783,tukà,tuka
31784,kakha tukà,kakha tuka
31785,patukà,patuka
31786,túkab,tukab
31787,tuk-ab,tuk-ab
31788,tukabtukab,tukabtukab
31789,tukad,tukad
31790,tukadur,tukadur
31791,panukadur,panukadur
31792,tukag,tukag
31793,túkag,tukag
31794,tukal,tukal
31795,tukaltukal,tukaltukal
31796,tukámud,tukamud
31797,tukang,tukang
31798,tukar,tukar
31799,patukar,patukar
31800,tukarul,tukarul
31801,tukas,tukas
31802,tukaw,tukaw
31803,tukaw,tukaw
31804,tukaw,tukaw
31805,tukáya,tukaya
31806,tukáyu,tukayu
31807,tukayu,tukayu
31808,tukbil,tukbil
31809,tulukbílun,tulukbilun
31810,tulubilun,tulubilun
31811,tulukbilun ug buut,tulukbilun ug buut
31812,tukbù,tukbu
31813,tukbuy,tukbuy
31814,tukdab,tukdab
31815,tukdug,tukdug
31816,tukgaw,tukgaw
31817,tukhi,tukhi
31818,tukhì,tukhi
31819,panukhi,panukhi
31820,tukì,tuki
31821,matukíun,matukiun
31822,túkib,tukib
31823,tulukíbun,tulukibun
31824,tukig,tukig
31825,tukíkà,tukika
31826,tukikì,tukiki
31827,tukìkì,tukiki
31828,túkis,tukis
31829,tuklang,tuklang
31830,panuklang,panuklang
31831,tuklas,tuklas
31832,tuklì,tukli
31833,tukling,tukling
31834,tuklid,tuklid
31835,tuklù,tuklu
31836,tuklud,tuklud
31837,tuklung,tuklung
31838,tuklus,tuklus
31839,panuklus,panuklus
31840,tukmà,tukma
31841,hitukmà,hitukma
31842,hatukmà,hatukma
31843,pahitukmà,pahitukma
31844,tinukmaan,tinukmaan
31845,tukmu,tukmu
31846,tukmud,tukmud
31847,tinukmud,tinukmud
31848,tuknul,tuknul
31849,tukpaw,tukpaw
31850,tukpawtukpaw,tukpawtukpaw
31851,tuksì,tuksi
31852,tuksu,tuksu
31853,tuksù,tuksu
31854,tuktugáuk,tuktugauk
31855,tuktuk,tuktuk
31856,patuktuk,patuktuk
31857,tuktuk,tuktuk
31858,hinuktuk,hinuktuk
31859,tuktuk,tuktuk
31860,tuktur,tuktur
31861,tuku,tuku
31862,panuku,panuku
31863,tukù,tuku
31864,tukub,tukub
31865,tukbunun,tukbunun
31866,manunúkub,manunukub
31867,túkud,tukud
31868,tukud,tukud
31869,tagtukud,tagtukud
31870,katukúran,katukuran
31871,magtutúkud,magtutukud
31872,patukuránan,patukuranan
31873,tukudtúkud,tukudtukud
31874,tinukudtúkud,tinukudtukud
31875,panúkud,panukud
31876,túkud,tukud
31877,tukud,tukud
31878,túkud,tukud
31879,tukug,tukug
31880,túkug,tukug
31881,tukul,tukul
31882,tukul,tukul
31883,panukul,panukul
31884,tukun,tukun
31885,tukung,tukung
31886,tukung,tukung
31887,tuk-ung,tuk-ung
31888,túkuy,tukuy
31889,tukuy,tukuy
31890,tukwa,tukwa
31891,tukwang,tukwang
31892,tukwang,tukwang
31893,tukway,tukway
31894,túl,tul
31895,tula,tula
31896,túla,tula
31897,tinúla,tinula
31898,tulà,tula
31899,tulabhù,tulabhu
31900,tulábung,tulabung
31901,túlag,tulag
31902,tulak,tulak
31903,túlak,tulak
31904,tigtulak,tigtulak
31905,tulakhang,tulakhang
31906,tulakì,tulaki
31907,tulákì,tulaki
31908,tulakig,tulakig
31909,tulala,tulala
31910,tulála,tulala
31911,tul-an,tul-an
31912,tulandus,tulandus
31913,tulápus,tulapus
31914,ílu nga tulápus,ilu nga tulapus
31915,túlas,tulas
31916,tulawug,tulawug
31917,tulay,tulay
31918,túlay,tulay
31919,tulbuk,tulbuk
31920,tulbung,tulbung
31921,tulda,tulda
31922,panulda,panulda
31923,túlì,tuli
31924,tulì,tuli
31925,túlì andaw,tuli andaw
31926,manunúlì,manunuli
31927,tulibag,tulibag
31928,tulibagbag,tulibagbag
31929,tul-id,tul-id
31930,katul-íran,katul-iran
31931,tulílik,tulilik
31932,tulilikay,tulilikay
31933,tulimbang,tulimbang
31934,túlin,tulin
31935,patúlin,patulin
31936,tulindaw,tulindaw
31937,tulíngan,tulingan
31938,tulíngì,tulingi
31939,tulíngig,tulingig
31940,tulingì,tulingi
31941,tulipsay,tulipsay
31942,tulipsay,tulipsay
31943,túlis,tulis
31944,panúlis,panulis
31945,tulisan,tulisan
31946,tulisanis,tulisanis
31947,tulísuk,tulisuk
31948,matulisukun,matulisukun
31949,tulitul,tulitul
31950,tulítul,tulitul
31951,tulíyuk,tuliyuk
31952,tulmà,tulma
31953,tulpuk,tulpuk
31954,tulpuktulpuk,tulpuktulpuk
31955,tultug,tultug
31956,tultul,tultul
31957,hinultul,hinultul
31958,tulu,tulu
31959,tutulu,tutulu
31960,ikatulu,ikatulu
31961,katulu,katulu
31962,makatulu,makatulu
31963,tinulu,tinulu
31964,katluan,katluan
31965,tinulutulu,tinulutulu
31966,tagtúlu,tagtulu
31967,tagtulu,tagtulu
31968,tagutlu,tagutlu
31969,túlù,tulu
31970,tulù,tulu
31971,patúlù,patulu
31972,patúlù sa singut,patulu sa singut
31973,tinúlù,tinulu
31974,tulud,tulud
31975,tuludtúlud,tuludtulud
31976,tulud bátang,tulud batang
31977,túlug,tulug
31978,tulug,tulug
31979,katúlug,katulug
31980,pakatúlug,pakatulug
31981,hikatulug,hikatulug
31982,hakatulug,hakatulug
31983,pakulukatulug,pakulukatulug
31984,patulugtúlug,patulugtulug
31985,túgan,tugan
31986,hinúgan,hinugan
31987,katulúgun,katulugun
31988,kinatulug,kinatulug
31989,kinatulgan,kinatulgan
31990,katulganan,katulganan
31991,katulugun,katulugun
31992,katulgun,katulgun
31993,hingatulugun,hingatulugun
31994,hingatulgun,hingatulgun
31995,matulug,matulug
31996,matulúgun,matulugun
31997,tulugtulug,tulugtulug
31998,tuluk,tuluk
31999,tulun,tulun
32000,tulun lamuy,tulun lamuy
32001,tunlan,tunlan
32002,tutunlan,tutunlan
32003,túlung,tulung
32004,tulungan,tulungan
32005,tulunggun,tulunggun
32006,túlus,tulus
32007,patulus,patulus
32008,túlus,tulus
32009,túlut,tulut
32010,patulut,patulut
32011,túluy,tuluy
32012,tuluy,tuluy
32013,túluy,tuluy
32014,túma,tuma
32015,hinúma,hinuma
32016,tumahun,tumahun
32017,túmà,tuma
32018,túman,tuman
32019,tulumanun,tulumanun
32020,matinumanun,matinumanun
32021,matinumanun sa gustu,matinumanun sa gustu
32022,katumánan,katumanan
32023,katumanan,katumanan
32024,pinatumánan,pinatumanan
32025,túman,tuman
32026,tuma pusisiyun,tuma pusisiyun
32027,tumar,tumar
32028,tumar ug aksiyun,tumar ug aksiyun
32029,tumar ug nutisya,tumar ug nutisya
32030,libak,libak
32031,et al.,et al.
32032,tumatub,tumatub
32033,tumaw,tumaw
32034,tumba,tumba
32035,tumba lúbu,tumba lubu
32036,tumbatumba,tumbatumba
32037,tumba,tumba
32038,tumbága,tumbaga
32039,tinumbága,tinumbaga
32040,tinumbága nga kampána,tinumbaga nga kampana
32041,tumbálay,tumbalay
32042,tumbalik,tumbalik
32043,tumbáling,tumbaling
32044,panumbáling,panumbaling
32045,panumbaling,panumbaling
32046,tumbas,tumbas
32047,katumbas,katumbas
32048,tumbayà,tumbaya
32049,tumbuk,tumbuk
32050,tumbuk,tumbuk
32051,tumbuy,tumbuy
32052,tumbuy,tumbuy
32053,tumindug,tumindug
32054,tumitusus,tumitusus
32055,tumpag,tumpag
32056,tumpang,tumpang
32057,tumpáwak,tumpawak
32058,tumpì,tumpi
32059,tumpil,tumpil
32060,túmu,tumu
32061,túmud,tumud
32062,tumuran,tumuran
32063,túmug,tumug
32064,túmuk,tumuk
32065,tumung,tumung
32066,túmung,tumung
32067,tumur,tumur
32068,tumus,tumus
32069,panumus,panumus
32070,patumsan,patumsan
32071,katumsan,katumsan
32072,pinatumsan,pinatumsan
32073,túmus,tumus
32074,tumutub,tumutub
32075,tumùtúmù,tumutumu
32076,tumùtumúan,tumutumuan
32077,tumuy,tumuy
32078,bug-at ang tumuy,bug-at ang tumuy
32079,tuna,tuna
32080,tuna,tuna
32081,túnà,tuna
32082,patúnà,patuna
32083,tunaan,tunaan
32084,túnà,tuna
32085,tunáda,tunada
32086,tun-as,tun-as
32087,túnaw,tunaw
32088,túnaw ug gátas,tunaw ug gatas
32089,tunaw,tunaw
32090,tunawan,tunawan
32091,pangtúnaw,pangtunaw
32092,túnay,tunay
32093,tunáyit,tunayit
32094,tundaan,tundaan
32095,tundag,tundag
32096,tundan,tundan
32097,tundù,tundu
32098,tinundù,tinundu
32099,tunduk,tunduk
32100,tundúkan,tundukan
32101,túng,tung
32102,túngir,tungir
32103,tunga,tunga
32104,tungà,tunga
32105,[so-and-so] sa ímung (íyang) tungà,[so-and-so] sa imung (iyang) tunga
32106,tungang gabíi,tungang gabii
32107,tungàtúngà,tungatunga
32108,hinungàtungà,hinungatunga
32109,panungàtúngà,panungatunga
32110,hinungà,hinunga
32111,tinungà,tinunga
32112,kinatung-an,kinatung-an
32113,kinatung-an silangan,kinatung-an silangan
32114,katungà,katunga
32115,tulung-an,tulung-an
32116,tulung-un,tulung-un
32117,túngab,tungab
32118,túngan,tungan
32119,túngas,tungas
32120,tungasun,tungasun
32121,tungaw,tungaw
32122,tungay,tungay
32123,tungbálay,tungbalay
32124,panungbálay,panungbalay
32125,manungbálay,manungbalay
32126,tungdan,tungdan
32127,tunggà,tungga
32128,tunggal,tunggal
32129,tunggul,tunggul
32130,tungguy,tungguy
32131,tungguytungguy,tungguytungguy
32132,tunghà,tungha
32133,tunghà ang bisíta,tungha ang bisita
32134,patunghà,patungha
32135,tulunghaan,tulunghaan
32136,tunghak,tunghak
32137,tunghaktunghak,tunghaktunghak
32138,tungína,tungina
32139,tunginahan,tunginahan
32140,tungína,tungina
32141,tungkà,tungka
